"id";"link";"Title";"Year";"Time";"Relase";"Genre";"Storyline";"MPAA";"Country";"Ratings";"Ratings_max";"Users";"Reviews_number";"Budget";"Keywords";"Description";"Oscar";"Another_awards";"Nominations";"Music";"Produced";"Actors";"Director"
tt0209144;http://www.imdb.com/title/tt0209144/;Memento;2000;113 min; 16 November 2001 (Poland) ;Mystery@Thriller; Memento chronicles two separate stories of Leonard, an ex-insurance investigator who can no longer build new memories, as he attempts to find the murderer of his wife, which is the last thing he remembers. One story line moves forward in time while the other tells the story backwards revealing more each time.                Written by Scion013            ;Rated R for violence, language and some drug content;USA;8.5;10;721,878;2,011 user;        $9,000,000         ;memory@short term memory@murder@short term memory loss@polaroid@telephone@memory loss@flashback@backwards@revenge@insulin overdose@amnesiac@loss of memory@loss of wife@repeated line@hidden truth@spoken inner thoughts@unreliable flashback@girl in panties@white panties@memento@tattoo@advice from bartender@retrograde narrative@jaguar@lingerie@scantily clad female@femme fatale@undercover@insurance agent@bartender@lost memory@schizophrenic@slow motion@driver's license@deception@violence@bar@chase@reference to albert einstein@voice over inner thoughts@figment of imagination@souvenir@monologue@internal monologue@critically acclaimed@flash forward@unreliable narration@bare chested male@reference to pocahontas@black and white scene@freeze frame@shower@black and white segues into color@female nudity@one word title@brain damage@reverse chronology@memory lapse@tough guy@insulin@diabetes@tragic hero@self deception@anti hero@obscene finger gesture@electric shock@prostitute@nonlinear timeline@photograph@nudity@rape@mental abuse@based on short story@nude fight@amnesia@neo noir@identity@diabetic@reverse footage@gideon bible@paranoia@vengeance@anterograde amnesia@cult film@widower@independent film@surprise ending@panties@cleavage@hanging up without saying goodbye; A man creates a strange system to help him remember things; so he can hunt for the murderer of his wife without his short-term memory loss being an obstacle.;2;51;44;David Julyan;Christopher Ball@Elaine Dysinger@Aaron Ryder@Emma Thomas@Jennifer Todd@Suzanne Todd@William Tyrer;Guy Pearce@Carrie-Anne Moss@Joe Pantoliano@Mark Boone Junior@Russ Fega@Jorja Fox@Stephen Tobolowsky@Harriet Sansom Harris@Thomas Lennon@Callum Keith Rennie@Kimberly Campbell@Marianne Muellerleile@Larry Holden@Buzz Visconti;Christopher Nolan
