"name";"jobTitle";"Place_of_Birth";"BirthDate";"DeathDate"
Joanna Moore;Actress;1934-11-10;USA;1997-11-22
Ray Collins;Actor, Soundtrack;1889-12-10;USA;1965-07-11
Dennis Weaver;Actor, Director, Producer;1924-06-04;USA;2006-02-24
Valentin de Vargas;Actor, Director;1935-04-26;USA;2013-06-10
Mort Mills;Actor;1919-01-11;USA;1993-06-06
Victor Millan;Actor;1920-08-01;USA;2009-04-03
Lalo Rios;Actor;1927-02-07;Mexico;1973-03-07
Michael Sargent;Actor;NA;NA;NA
Phil Harvey;Actor;NA;NA;NA
Joi Lansing;Actress, Soundtrack;1929-04-06;USA;1972-08-07
Harry Shannon;Actor, Soundtrack;1890-06-13;USA;1964-07-27
Marlene Dietrich;Soundtrack, Actress, Music Department;1901-12-27;Germany;1992-05-06
Zsa Zsa Gabor;Actress, Soundtrack;1917-02-06;Austria-Hungary (now Hungary);NA
Judi Dench;Actress, Soundtrack, Director;1934-12-09;UK;NA
Steve Coogan;Actor, Producer, Writer;1965-10-14;UK;NA
Sophie Kennedy Clark;Actress;NA;UK;NA
Mare Winningham;Actress, Soundtrack;1959-05-16;USA;NA
Barbara Jefford;Actress, Miscellaneous Crew;1930-07-26;UK;NA
Ruth McCabe;Actress;NA;NA;NA
Peter Hermann;Actor;1967-08-15;USA;NA
Sean Mahon;Actor, Miscellaneous Crew;NA;NA;NA
Anna Maxwell Martin;Actress;1978;UK;NA
Michelle Fairley;Actress;NA;UK;NA
Wunmi Mosaku;Actress;1986-07-31;Nigeria;NA
Amy McAllister;Actress;NA;NA;NA
Charlie Murphy;Actress;NA;NA;NA
Cathy Belton;Actress;NA;NA;NA
Kate Fleetwood;Actress, Soundtrack;1972-09-24;UK;NA
Charissa Shearer;Actress;NA;NA;NA
Nika McGuigan;Actress;NA;NA;NA
Rachel Wilcock;Actress;NA;NA;NA
Rita Hamill;Actress;NA;NA;NA
Tadhg Bowen;Actor;NA;NA;NA
Saoirse Bowen;Actress;NA;NA;NA
Harrison D'Ampney;Actor;NA;NA;NA
D.J. McGrath;Actor;NA;NA;NA
Simone Lahbib;Actress, Producer, Soundtrack;1965-02-06;UK;NA
Sara Stewart;Actress;1966-06-28;UK;NA
Gary Lilburn;Actor;NA;NA;NA
Charles Edwards;Actor;1969-10-01;UK;NA
Nicholas Jones;Actor;1946-04-03;UK;NA
Paris Arrowsmith;Actor;NA;NA;NA
Lauren German;Actress;1978-11-29;USA;NA
Roger Bart;Actor, Soundtrack;1962-09-29;USA;NA
Heather Matarazzo;Actress, Producer, Writer;1982-11-10;USA;NA
Bijou Phillips;Actress, Soundtrack, Costume Department;1980-04-01;USA;NA
Richard Burgi;Actor;1958-07-30;USA;NA
Vera Jordanova;Actress;1975-08-28;Finland;NA
Jay Hernandez;Actor;1978-02-20;USA;NA
Jordan Ladd;Actress;1975-01-14;USA;NA
Milan Knazko;Actor;1945-08-28;Czechoslovakia [now Slovak Republic];NA
Edwige Fenech;Actress, Producer;1948-12-24;Algeria];NA
Stanislav Ianevski;Actor;1985-05-16;Bulgaria;NA
Patrik Zigo;Actor;NA;NA;NA
Zuzana Geislerová;Actress;NA;NA;NA
Ivan Furak;Actor;NA;NA;NA
Monika Malácová;Actress;1959-04-09;Czechoslovakia;NA
Davide Dominici;Actor;NA;NA;NA
Petr Vancura;Actor;NA;NA;NA
Roman Janecka;Assistant Director, Actor, Miscellaneous Crew;NA;NA;NA
Milda Jedi Havlas;Actor, Miscellaneous Crew;NA;NA;NA
Liliyan Malkina;Actress;1938-07-14;Estonia;NA
Susanna Bequer;Actress;NA;NA;NA
Luc Merenda;Actor;1943-09-03;France;NA
Ruggero Deodato;Director, Assistant Director, Actor;1939-05-07;Italy;NA
Philip Waley;Producer, Production Manager, Actor;1972-01-16;UK;NA
Rostislav Osicka;Actor, Stunts;NA;NA;NA
Peter Bláha;Actor, Stunts;NA;NA;NA
Jirí Barton;Actor;NA;NA;NA
Michaela Kaplanova;Actress, Make Up Department;NA;NA;NA
Nada Vanatkova;Actress;NA;NA;NA
Jan Nemejovský;Actor;1944-02-08;Protectorate Bohemia and Moravia;NA
Pierre Peyrichout;Actor;NA;NA;NA
Riccardo Trombetta;Actor;NA;NA;NA
Ota Filip;Actor;NA;NA;NA
Jirí Hajdyla;Actor;NA;NA;NA
Mirek Cipra;Actor;NA;NA;NA
Sylvester Stallone;Actor, Producer, Writer;1946-07-06;USA;NA
Harvey Keitel;Actor, Producer;1939-05-13;USA;NA
Ray Liotta;Actor, Producer, Soundtrack;1954-12-18;USA;NA
Robert De Niro;Actor, Producer, Director;1943-08-17;USA;NA
Peter Berg;Actor, Producer, Writer;1964-03-11;USA;NA
Janeane Garofalo;Actress, Writer, Producer;1964-09-28;USA;NA
Robert Patrick;Actor, Producer;1958-11-05;USA;NA
Michael Rapaport;Actor, Director, Soundtrack;1970-03-20;USA;NA
Annabella Sciorra;Actress, Producer;1960-03-29;USA;NA
Noah Emmerich;Actor, Director;1965-02-27;USA;NA
Cathy Moriarty;Actress, Soundtrack;1960-11-29;USA;NA
John Spencer;Actor;1946-12-20;USA;2005-12-16
Frank Vincent;Actor, Producer, Miscellaneous Crew;1939-08-04;USA;NA
Malik Yoba;Actor, Writer, Producer;1967-09-17;USA;NA
Arthur J. Nascarella;Actor, Miscellaneous Crew;1944-11-18;USA;NA
Edie Falco;Actress, Soundtrack, Casting Director;1963-07-05;USA;NA
Victor Williams;Actor, Producer, Soundtrack;1970-09-19;USA;NA
Paul Calderon;Actor, Producer, Writer;1959;Puerto Rico;NA
John Doman;Actor;1945-01-09;USA;NA
Deborah Harry;Soundtrack, Actress, Composer;1945-07-01;USA;NA
Vincent Laresca;Actor;1974-01-21;USA;NA
Oliver Solomon;Actor;NA;NA;NA
Terri Towns;Actress;NA;NA;NA
David Butler;Actor;NA;NA;NA
Brad Beyer;Actor;1973-09-20;USA;NA
Charles Dumas;Actor;NA;NA;NA
John Johnson;Actor;NA;NA;NA
Frank Pellegrino;Actor, Producer;NA;NA;NA
Robert John Burke;Actor;1960-09-12;USA;NA
John Ventimiglia;Actor, Writer, Composer;1963-07-17;USA;NA
Terry Serpico;Actor, Stunts;NA;NA;NA
Method Man;Actor, Soundtrack, Producer;1971-04-01;USA;NA
Sean Cullen;Actor;NA;NA;NA
Paul Herman;Actor, Soundtrack;1946-03-29;USA;NA
Mel Gorham;Actress;1959;USA;NA
Graciela Lecube;Actress;NA;NA;NA
Chris Conte;Actor;NA;NA;NA
Liam Neeson;Actor, Soundtrack;1952-06-07;UK;NA
Maurice Compte;Actor, Director, Writer;NA;NA;NA
Patrick McDade;Actor;1951-09-11;USA;NA
Luciano Acuna Jr.;Stunts, Actor;NA;NA;NA
Hans Marrero;Stunts, Actor, Writer;NA;NA;NA
Laura Birn;Actress, Soundtrack;1981-04-25;Finland;NA
David Harbour;Actor;1974-04-10;USA;NA
Adam David Thompson;Actor, Producer;NA;NA;NA
Boyd Holbrook;Actor, Director, Writer;1981-09-01;USA;NA
Kim Rosen;Actress, Writer, Producer;NA;NA;NA
Dan Stevens;Actor, Producer;1982-10-10;UK;NA
Eric Nelsen;Actor, Miscellaneous Crew, Producer;1991-06-26;USA;NA
Jon Goracy;Casting Department, Actor, Director;NA;NA;NA
Razane Jammal;Actress;NA;Lebanon;NA
Stephanie Andujar;Actress;1986-07-15;USA;NA
Al Nazemian;Actor, Producer, Miscellaneous Crew;1974-03-30;Iran;NA
Sophia Frank;Actress;NA;NA;NA
Susham Bedi;Actress;NA;NA;NA
Purva Bedi;Actress, Producer, Miscellaneous Crew;1974-03-12;India;NA
Novella Nelson;Actress, Soundtrack;1939-12-17;USA;NA
Marielle Heller;Actress, Director, Writer;1979-10-01;USA;NA
Astro;Actor;NA;NA;NA
Frank De Julio;Actor;1986-06-25;USA;NA
Ólafur Darri Ólafsson;Actor, Producer, Writer;1973-03-13;NA;NA
Mark Consuelos;Actor, Producer;1971-03-30;Spain;NA
Natia Dune;Actress;NA;NA;NA
Genevieve Adams;Actress, Writer, Producer;NA;NA;NA
Liana De Laurent;Actress;NA;NA;NA
Sebastian Roché;Actor, Writer;1964-08-04;France;NA
Danielle Rose Russell;Actress;NA;NA;NA
David Anzuelo;Actor, Stunts, Producer;NA;NA;NA
Samuel Mercedes;Actor;NA;NA;NA
Mike Figueroa;Actor;1977-05-15;USA;NA
Mike Carlsen;Actor;1980-03-24;USA;NA
Leon Addison Brown;Actor;NA;NA;NA
Damion Lee;Actor;NA;NA;NA
Jeremie Harris;Actor;NA;NA;NA
Michael Beck;Actor;1949-02-04;USA;NA
James Remar;Actor, Soundtrack;1953-12-31;USA;NA
Dorsey Wright;Actor, Assistant Director, Soundtrack;1957-04-21;USA;NA
Brian Tyler;Actor, Stunts;1953-05-15;USA;NA
David Harris;Actor;1959-05-23;USA;NA
Tom McKitterick;Actor;1956-12-20;NA;NA
Marcelino Sánchez;Actor;1957-12-05;Puerto Rico;1986-11-21
Terry Michos;Actor;1953-12-26;USA;NA
Deborah Van Valkenburgh;Actress, Soundtrack;1952-08-29;USA;NA
Roger Hill;Actor;1948-07-31;USA;2014-02-20
David Patrick Kelly;Actor, Soundtrack, Miscellaneous Crew;1951-01-23;USA;NA
Lynne Thigpen;Actress, Soundtrack;1948-12-22;USA;2003-03-12
Ginny Ortiz;Actress;NA;NA;NA
Mercedes Ruehl;Actress, Soundtrack;1948-02-28;USA;NA
John Snyder;Actor;NA;NA;NA
Gwynn Press;Miscellaneous Crew, Actress;NA;NA;NA
Jodi Price;Actress;NA;NA;NA
Jeffrey Scott;Actor;NA;NA;NA
Carl Brown;Actor;NA;NA;NA
Ron Ferrell;Actor;NA;NA;NA
Fernando Castillo;Actor;NA;NA;NA
Hubert Edwards;Actor;NA;NA;NA
Larry Sears;Actor;NA;NA;NA
Mike James;Actor, Camera Department;NA;NA;NA
Gregory Cleghorne;Actor;NA;NA;NA
George Lee Miles;Actor;NA;NA;NA
Gerald G. Francis;Actor;1950-03-22;USA;NA
Benny Harding;Actor;NA;NA;NA
Eddie Prather;Actor;NA;NA;NA
Kevin Stockton;Actor;NA;NA;NA
Edward Sewer;Actor;1948;NA;2004-04-19
Joel Weiss;Actor, Miscellaneous Crew;1953-09-21;USA;NA
Harold Miller;Actor;1935-08-25;USA;NA
Dan Bonnell;Actor;NA;NA;NA
Dan Battles;Actor;NA;NA;NA
Tom Jarus;Actor;NA;NA;NA
Michael Garfield;Actor;NA;NA;NA
Chris Harley;Actor;NA;NA;NA
Linda Cardellini;Actress, Soundtrack;1975-06-25;USA;NA
Allen Covert;Actor, Producer, Soundtrack;1964-10-13;USA;NA
Peter Dante;Actor, Miscellaneous Crew, Soundtrack;1968-12-16;USA;NA
Shirley Jones;Actress, Soundtrack, Music Department;1934-03-31;USA;NA
Shirley Knight;Actress, Producer, Soundtrack;1936-07-05;USA;NA
Joel David Moore;Actor, Producer, Director;1977-09-25;USA;NA
Kevin Nealon;Actor, Writer, Producer;1953-11-18;USA;NA
Doris Roberts;Actress, Director, Soundtrack;1925-11-04;USA;NA
Nick Swardson;Actor, Writer, Producer;1976-10-09;USA;NA
Jonah Hill;Actor, Writer, Producer;1983-12-20;USA;NA
Kelvin Yu;Actor, Miscellaneous Crew, Writer;NA;NA;NA
Chuck Church;Actor, Editor, Producer;NA;NA;NA
Scott Halberstadt;Actor;1976-08-17;USA;NA
Heidi Hawking;Actress;1980-01-15;NA;NA
Shana Hiatt;Actress;1975-12-17;USA;NA
Todd Holland;Actor;NA;NA;NA
John Kirk;Actor;NA;NA;NA
Geno Kirkland;Actor;NA;NA;NA
Joe Koons;Actor;1979-06-15;USA;NA
Bryan Ling;Music Department, Actor;NA;NA;NA
Jonathan Loughran;Actor, Miscellaneous Crew;1966;USA;NA
Ross Mark;Miscellaneous Crew, Producer, Actor;NA;NA;NA
Cecilia Roth;Actress, Costume Designer, Soundtrack;1956-08-08;Argentina;NA
Marisa Paredes;Actress, Miscellaneous Crew;1946-04-03;Spain;NA
Candela Pena;Actress, Director, Writer;1973-07-14;Spain;NA
Antonia San Juan;Actress, Director, Writer;1961-03-22;Spain;NA
Penélope Cruz;Actress, Soundtrack, Producer;1974-04-28;Spain;NA
Rosa Maria Sarda;Actress, Director, Soundtrack;1941-07-30;Spain;NA
Fernando Fernán Gómez;Actor, Writer, Director;1921-08-28;Peru;2007-11-21
Toni Cantó;Actor, Soundtrack;1965-01-14;Spain;NA
Eloy Azorín;Actor;1977-02-19;Spain;NA
Carlos Lozano;Actor;1962-11-27;Spain;NA
Fernando Guillén;Actor;1932-11-22;Spain;2013-01-17
Manuel Morón;Actor;1956-06-09;Spain;NA
José Luis Torrijo;Actor;NA;NA;NA
Juan José Otegui;Actor;1936-03-09;Spain;NA
Carmen Balagué;Actress;1952-07-17;Spain;NA
Malena Gutiérrez;Actress;NA;NA;NA
Yael Barnatán;Actress, Assistant Director;1976;Spain;NA
Carme Fortuny;Actress;NA;NA;NA
Adam Sandler;Actor, Producer, Writer;1966-09-09;USA;NA
Drew Barrymore;Producer, Actress, Soundtrack;1975-02-22;USA;NA
Kevin Nealon;Actor, Writer, Producer;1953-11-18;USA;NA
Terry Crews;Actor, Soundtrack;1968-07-30;USA;NA
Wendi McLendon-Covey;Actress, Producer, Writer;1969-10-10;USA;NA
Emma Fuhrmann;Actress;2001-09-15;NA;NA
Bella Thorne;Actress, Soundtrack;1997-10-08;USA;NA
Braxton Beckham;Actor, Miscellaneous Crew;NA;NA;NA
Alyvia Alyn Lind;Actress;NA;NA;NA
Joel McHale;Actor, Writer, Producer;1971-11-20;Italy;NA
Abdoulaye NGom;Actor, Miscellaneous Crew;NA;NA;NA
Kyle Red Silverstein;Actor;2002-05-21;USA;NA
Zak Henri;Actor;NA;NA;NA
Jessica Lowe;Actress, Producer, Writer;NA;NA;NA
Shaquille O'Neal;Actor, Producer, Soundtrack;1972-03-06;USA;NA
Dan Patrick;Actor;1956-05-15;USA;NA
Jackie Sandler;Actress, Music Department;1974-09-24;USA;NA
Sunny Sandler;Actress;NA;NA;NA
Sadie Sandler;Actress;2006-05-06;USA;NA
Judith Sandler;Actress;NA;NA;NA
Alexis Arquette;Actress, Art Department, Producer;1969-07-28;USA;NA
Katheryn Cain;Actress, Producer;NA;NA;NA
Susan Yeagley;Actress;1972-02-27;USA;NA
Aimee Goldsmith;Actress;NA;NA;NA
Mary Pat Gleason;Actress, Writer;NA;NA;NA
Dale Steyn;Actor;NA;NA;NA
Allen Covert;Actor, Producer, Soundtrack;1964-10-13;USA;NA
Tim Herlihy;Writer, Producer, Soundtrack;1966-10-09;USA;NA
Stephen Dorff;Actor, Producer, Soundtrack;1973-07-29;USA;NA
Marisol Nichols;Actress, Producer;1973-11-02;USA;NA
Vincent Miller;Actor;NA;NA;NA
Anne Archer;Actress, Producer, Writer;1947-08-24;USA;NA
Larnell Stovall;Stunts, Actor, Producer;1976-10-22;USA;NA
Val Kilmer;Actor, Soundtrack, Producer;1959-12-31;USA;NA
Sam Shepard;Actor, Writer, Soundtrack;1943-11-05;USA;NA
Johnny Lewis;Actor;1983-10-29;USA;2012-09-26
Harold Perrineau;Actor, Producer, Soundtrack;1963-08-07;USA;NA
Shawn Prince;Actor;1994-12-18;Germany;NA
Chris Browning;Actor, Writer, Producer;NA;NA;NA
Nick Chinlund;Actor, Producer;1961-11-18;USA;NA
Greg Serano;Actor, Director, Writer;1972-08-07;USA;NA
Jake Walker;Actor;NA;NA;NA
Nate Parker;Actor, Producer, Writer;1979-11-18;USA;NA
Mike Seal;Stunts, Actor;NA;NA;NA
Louie Pescador;Actor;NA;NA;NA
Gabriel 'Bam Bam' Merendon;Stunts, Actor;NA;NA;NA
Mark Sivertsen;Actor, Producer;NA;NA;NA
Mara Holguin;Actress, Producer;1966-07-04;USA;NA
Carrie Fleming;Actress, Miscellaneous Crew;NA;NA;NA
Roman Mitichyan;Actor, Stunts, Miscellaneous Crew;1978-09-04;Armenia];NA
Adam Taylor;Actor;NA;NA;NA
Brittany Perrineau;Actress;NA;NA;NA
Harry Zimmerman;Actor;NA;NA;NA
Kevin Wiggins;Actor, Director, Writer;NA;NA;NA
Brian Keith Gamble;Actor, Producer, Soundtrack;NA;NA;NA
Rosalia De Aragon;Actress;NA;NA;NA
Jesus Jr.;Actor, Stunts, Producer;NA;NA;NA
Ivan Brutsche;Actor, Stunts;NA;NA;NA
John Trejo;Stunts, Actor;NA;NA;NA
Cynthia Ruffin;Actress;NA;NA;NA
Christien Tinsley;Make Up Department, Special Effects, Actor;1974;NA;NA
Cameron Diaz;Actress, Producer, Soundtrack;1972-08-30;USA;NA
Jason Segel;Actor, Soundtrack, Writer;1980-01-18;USA;NA
Rob Corddry;Writer, Actor, Producer;1971-02-04;USA;NA
Ellie Kemper;Actress, Soundtrack;1980-05-02;USA;NA
Rob Lowe;Actor, Producer, Soundtrack;1964-03-17;USA;NA
Nat Faxon;Actor, Writer, Director;NA;NA;NA
Nancy Lenehan;Actress, Soundtrack;1953-04-26;USA;NA
Giselle Eisenberg;Actress;NA;NA;NA
Harrison Holzer;Actor;NA;NA;NA
Sebastian Hedges Thomas;Actor;NA;NA;NA
Timothy Brennen;Actor, Producer, Writer;NA;NA;NA
Krisztina Koltai;Actress, Miscellaneous Crew;NA;NA;NA
Randall Park;Actor, Writer, Director;NA;NA;NA
Joe Stapleton;Actor;NA;NA;NA
James Wilcox;Actor;NA;NA;NA
Melissa Paulo;Actress;NA;NA;NA
Erin Brehm;Actress;NA;NA;NA
Kumail Nanjiani;Actor, Writer, Producer;NA;NA;NA
Artemis Pebdani;Actress;NA;NA;NA
Jolene Blalock;Actress, Writer;1975-03-05;USA;NA
Melvin Brown;Actor;NA;NA;NA
Osmani Rodriguez;Actor, Miscellaneous Crew;NA;NA;NA
Samil Battenfeld;Actor;NA;NA;NA
Dave Allen;Actor, Writer, Soundtrack;1958;USA;NA
Celeste Oliva;Actress;NA;NA;NA
Alexis Rosasco;Actress, Writer, Producer;NA;NA;NA
Marshall Berenson;Actor;NA;NA;NA
Jack Black;Actor, Producer, Soundtrack;1969-08-28;USA;NA
Brina;Actress, Camera Department, Miscellaneous Crew;NA;NA;NA
Van Brockmann;Actor, Producer, Writer;1988-04-10;USA;NA
David Broyles;Actor, Writer, Assistant Director;NA;NA;NA
Tom Carrigan;Actor;NA;NA;NA
Bo Cleary;Actor, Miscellaneous Crew, Soundtrack;NA;NA;NA
Jeff Bridges;Actor, Soundtrack, Producer;1949-12-04;USA;NA
Meryl Streep;Actress, Soundtrack, Producer;1949-06-22;USA;NA
Brenton Thwaites;Actor;1989-08-10;Australia;NA
Alexander Skarsgard;Actor, Director, Writer;1976-08-25;Sweden;NA
Katie Holmes;Actress, Producer, Soundtrack;1978-12-18;USA;NA
Odeya Rush;Actress;1997-05-12;Israel;NA
Cameron Monaghan;Actor, Soundtrack;1993-08-16;USA;NA
Taylor Swift;Soundtrack, Actress, Composer;1989-12-13;USA;NA
Emma Tremblay;Actress;NA;NA;NA
Alexander Jillings;Actor;NA;NA;NA
James Jillings;Actor;NA;NA;NA
Jordan Nicholas Smal;Actor;NA;NA;NA
Saige Fernandes;Actor;NA;NA;NA
Renate Stuurman;Actress;NA;NA;NA
Vanessa Cooke;Actress, Writer;NA;NA;NA
John Whiteley;Actor;NA;NA;NA
Kira Wilkinson;Actress;NA;NA;NA
Meganne Young;Actress;NA;NA;NA
Thabo Rametsi;Actor;NA;NA;NA
Vaughn Lucas;Actor;NA;NA;NA
Katharina Damm;Actress;NA;NA;NA
Jaime Coue;Actor;NA;NA;NA
Jefferson Mays;Actor, Soundtrack, Miscellaneous Crew;1965-06-08;USA;NA
Coleman Lannum;Actor, Producer, Miscellaneous Crew;1964-11-06;USA;NA
Irina Miccoli;Actress;NA;NA;NA
Sharon Stone;Actress, Producer, Writer;1958-03-10;USA;NA
Gene Hackman;Actor, Soundtrack, Producer;1930-01-30;USA;NA
Russell Crowe;Actor, Producer, Director;1964-04-07;New Zealand;NA
Leonardo DiCaprio;Actor, Producer, Writer;1974-11-11;USA;NA
Tobin Bell;Actor, Producer, Director;1942-08-07;USA;NA
Roberts Blossom;Actor;1924-03-25;USA;2011-07-08
Kevin Conway;Actor, Director;1942-05-29;USA;NA
Keith David;Actor, Soundtrack, Producer;1956-06-04;USA;NA
Lance Henriksen;Actor, Miscellaneous Crew;1940-05-05;USA;NA
Pat Hingle;Actor, Producer, Soundtrack;1924-07-19;USA;2009-01-03
Gary Sinise;Actor, Producer, Director;1955-03-17;USA;NA
Mark Boone Junior;Actor, Producer, Soundtrack;1955-03-17;USA;NA
Olivia Burnette;Actress, Producer;1977-03-24;USA;NA
Fay Masterson;Actress;1974-04;UK;NA
Raynor Scheine;Actor;1942-01-19;USA;NA
Woody Strode;Actor, Soundtrack, Stunts;1914-07-25;USA;1994-12-31
Jerry Swindall;Actor;1979-01-20;USA;NA
Scott Spiegel;Actor, Producer, Writer;1957-12-24;USA;NA
Jonothon Gill;Actor;NA;NA;NA
Sven-Ole Thorsen;Actor, Stunts, Producer;1944-09-24;Denmark;NA
Toshirô Mifune;Actor, Producer, Director;1920-04-01;China);1997-12-24
Tatsuya Nakadai;Actor;1932-12-13;Japan [some sources say 1930];NA
Yôko Tsukasa;Actress;1934-08-20;Japan;NA
Isuzu Yamada;Actress;1917-02-05;Japan;2012-07-09
Daisuke Katô;Actor, Writer, Soundtrack;1910-02-18;Japan;1975-07-31
Seizaburô Kawazu;Actor;NA;Japan;1983-02-20
Takashi Shimura;Actor;1905-03-12;Japan;1982-02-11
Hiroshi Tachikawa;Actor;NA;NA;NA
Yôsuke Natsuki;Actor;1936-02-27;Japan;NA
Eijirô Tôno;Actor, Soundtrack;1907-09-17;Japan;1994-09-08
Kamatari Fujiwara;Actor;1905-01-15;Japan;1985-12-21
Ikio Sawamura;Actor;1905-09-04;Japan;1975-09-20
Atsushi Watanabe;Actor;1898-04-09;Japan;1977-02-27
Susumu Fujita;Actor;1912-01-08;Japan;1991-03-23
Kyu Sazanka;Actor;1914-04-01;Japan;1971-03-04
Kô Nishimura;Actor;1923-01-25;Japan;1997-04-29
Takeshi Katô;Actor, Miscellaneous Crew;1929-05-24;Japan;NA
Ichirô Nakatani;Actor;1930-10-15;Japan;2004-04-01
Sachio Sakai;Actor;1929-02-13;Japan;NA
Akira Tani;Actor;1885-09-28;Japan;1966
Namigoro Rashomon;Actor;1920-03-20;Japan;NA
Yoshio Tsuchiya;Actor;1927-05-18;Japan;NA
Gen Shimizu;Actor;1907-01-01;Japan;1975-10-05
Yutaka Sada;Actor;1911-03-30;Japan;NA
Shin Ôtomo;Actor, Producer;1919-04-13;Japan;NA
Amanda Seyfried;Actress, Soundtrack, Producer;1985-12-03;USA;NA
Marcia DeBonis;Actress, Casting Department, Casting Director;1960-06-04;USA;NA
Gael García Bernal;Actor, Producer, Director;1978-11-30;Mexico;NA
Giordano Formenti;Actor;NA;NA;NA
Paolo Arvedi;Actor;NA;NA;NA
Dario Conti;Actor;NA;NA;NA
Ivana Lotito;Actress;1983-07-19;Italy;NA
Luisa Ranieri;Actress;1973-12-16;Italy;NA
Marina Massironi;Actress;1963-05-16;Italy;NA
Lidia Biondi;Actress, Director, Assistant Director;1942;NA;NA
Milena Vukotic;Actress, Miscellaneous Crew;1938-04-23;Italy;NA
Luisa De Santis;Actress, Soundtrack;NA;NA;NA
Christopher Egan;Actor;1984-06-29;Australia;NA
Vanessa Redgrave;Actress, Soundtrack, Producer;1937-01-30;UK;NA
Remo Remotti;Actor, Writer;1924-11-16;Italy;NA
Angelo Infanti;Actor, Producer;1939-02-16;Italy;2010-10-12
Giacomo Piperno;Actor, Miscellaneous Crew;NA;NA;NA
Morgan Freeman;Actor, Producer, Soundtrack;1937-06-01;USA;NA
Jessica Tandy;Actress, Soundtrack;1909-06-07;UK;1994-09-11
Dan Aykroyd;Writer, Actor, Producer;1952-07-01;Canada;NA
Patti LuPone;Actress, Soundtrack;1949-04-21;USA;NA
Esther Rolle;Actress, Soundtrack;1920-11-08;USA;1998-11-17
Joann Havrilla;Actress;NA;NA;NA
William Hall Jr.;Actor;NA;NA;NA
Alvin M. Sugarman;Actor;NA;NA;NA
Clarice F. Geigerman;Actress;NA;NA;NA
Muriel Moore;Actress;NA;NA;NA
Sylvia Kaler;Actress;NA;NA;NA
Carolyn Gold;Actress;NA;NA;NA
Crystal R. Fox;Actress;NA;USA;NA
Bob Hannah;Actor;1939-02-13;USA;1996-08-14
Ray McKinnon;Actor, Writer, Producer;1957-11-15;USA;NA
Ashley Josey;Actor;NA;NA;NA
Jack Rousso;Actor;1927-04-21;USA;2006-08-05
Fred Faser;Actor;NA;NA;NA
Indra A. Thomas;Soundtrack, Actress;1968-11-18;USA;NA
Dean DuBois;Actor;NA;NA;NA
Jay Freer;Actor;NA;NA;NA
Martin Luther King;Soundtrack;1929-01-15;USA;1968-04-04
D. Taylor Loeb;Actress, Casting Director, Casting Department;NA;NA;NA
Chiara Mastroianni;Actress, Soundtrack;1972-05-28;France;NA
Danielle Darrieux;Actress, Soundtrack;1917-05-01;France;NA
Catherine Deneuve;Actress, Soundtrack, Producer;1943-10-22;France;NA
Simon Abkarian;Actor;1962-03-05;France;NA
Gabrielle Lopes Benites;Actress;NA;NA;NA
François Jerosme;Actor;NA;NA;NA
Tilly Mandelbrot;Actress;1994-06-01;France;NA
Sophie Arthuys;Actress;NA;NA;NA
Arié Elmaleh;Actor, Miscellaneous Crew;1975-01-07;Morocco;NA
Mathias Mlekuz;Actor;NA;NA;NA
Sean Penn;Actor, Producer, Director;1960-08-17;USA;NA
Gena Rowlands;Actress, Writer, Soundtrack;1930-06-19;USA;NA
Adriana Anderson;Actress;NA;NA;NA
Paul Bandey;Actor;NA;NA;NA
Robert Barr;Actor;NA;NA;NA
Robert William Bradford;Actor;NA;NA;NA
Stephen Croce;Actor, Writer, Producer;NA;NA;NA
Bill Dunn;Actor;NA;NA;NA
Christine Flowers;Actress;NA;NA;NA
David Gasman;Actor, Miscellaneous Crew, Sound Department;NA;NA;NA
Matthew Géczy;Actor, Miscellaneous Crew;1964-08-23;USA;NA
Lexie Kendrick;Actress;NA;NA;NA
Mirabelle Kirkland;Miscellaneous Crew, Actress, Director;NA;NA;NA
Chris Mack;Actor;NA;NA;NA
Iggy Pop;Soundtrack, Actor, Composer;1947-04-21;USA;NA
Nathan Rippy;Actor, Miscellaneous Crew;NA;NA;NA
Marjane Satrapi;Director, Writer, Actress;1969-11-22;Iran;NA
Barbara Scaff;Actress, Miscellaneous Crew, Visual Effects;NA;NA;NA
Allan Wenger;Actor, Sound Department, Miscellaneous Crew;NA;NA;NA
Alex D. Linz;Actor;1989-01-03;USA;NA
Olek Krupa;Actor;1955-08-31;Poland;NA
Rya Kihlstedt;Actress, Soundtrack;1970-07-23;USA;NA
Lenny von Dohlen;Actor;1958-12-22;USA;NA
David Thornton;Actor, Soundtrack;1953-06-12;USA;NA
Haviland Morris;Actress;1959-09-14;USA;NA
Kevin Kilner;Actor;1958-05-03;USA;NA
Marian Seldes;Actress;1928-08-23;USA;2014-10-06
Seth Smith;Actor;1982-09-30;USA;NA
Scarlett Johansson;Actress, Soundtrack, Director;1984-11-22;USA;NA
Christopher Curry;Actor, Writer;1948-10-22;USA;NA
Baxter Harris;Actor;1940-11-18;USA;NA
James Saito;Actor;1955-03-06;USA;NA
Kevin Gudahl;Actor;NA;NA;NA
Richard Hamilton;Actor;1920-12-31;USA;2004-12-21
Freeman Coffey;Actor;NA;NA;NA
Krista Lally;Actress, Editor;NA;NA;NA
Neil Flynn;Actor, Soundtrack, Writer;1960-11-13;USA;NA
Johnny Knoxville;Writer, Producer, Actor;1971-03-11;USA;NA
